example_id                                                 | status | run_time        |
---------------------------------------------------------- | ------ | --------------- |
./spec/ideasbugs/locales_spec.rb[1:1]                | passed | 0.00113 seconds |
./spec/ideasbugs/locales_spec.rb[1:2:1]              | passed | 0.00031 seconds |
./spec/ideasbugs/locales_spec.rb[1:2:2]              | passed | 0.00021 seconds |
./spec/ideasbugs/locales_spec.rb[1:2:3]              | passed | 0.00023 seconds |
./spec/ideasbugs/locales_spec.rb[1:3:1]              | passed | 0.00026 seconds |
./spec/ideasbugs/locales_spec.rb[1:3:2]              | passed | 0.00024 seconds |
./spec/ideasbugs/locales_spec.rb[1:3:3]              | passed | 0.00046 seconds |
./spec/ideasbugs/locales_spec.rb[1:4:1]              | passed | 0.00021 seconds |
./spec/ideasbugs/locales_spec.rb[1:4:2]              | passed | 0.00025 seconds |
./spec/ideasbugs/locales_spec.rb[1:4:3]              | passed | 0.00024 seconds |
./spec/ideasbugs/locales_spec.rb[1:5:1]              | passed | 0.00028 seconds |
./spec/ideasbugs/locales_spec.rb[1:5:2]              | passed | 0.0002 seconds  |
./spec/ideasbugs/locales_spec.rb[1:5:3]              | passed | 0.00021 seconds |
./spec/ideasbugs/locales_spec.rb[1:6:1]              | passed | 0.00021 seconds |
./spec/ideasbugs/locales_spec.rb[1:6:2]              | passed | 0.00021 seconds |
./spec/ideasbugs/locales_spec.rb[1:6:3]              | passed | 0.00027 seconds |
./spec/ideasbugs/locales_spec.rb[1:7:1]              | passed | 0.00045 seconds |
./spec/ideasbugs/locales_spec.rb[1:7:2]              | passed | 0.00027 seconds |
./spec/ideasbugs/locales_spec.rb[1:7:3]              | passed | 0.00048 seconds |
./spec/ideasbugs/locales_spec.rb[1:8:1]              | passed | 0.00021 seconds |
./spec/ideasbugs/locales_spec.rb[1:8:2]              | passed | 0.0002 seconds  |
./spec/ideasbugs/locales_spec.rb[1:8:3]              | passed | 0.00038 seconds |
./spec/ideasbugs/locales_spec.rb[1:9:1]              | passed | 0.00028 seconds |
./spec/ideasbugs/locales_spec.rb[1:9:2]              | passed | 0.0002 seconds  |
./spec/ideasbugs/locales_spec.rb[1:9:3]              | passed | 0.00023 seconds |
./spec/ideasbugs/locales_spec.rb[1:10:1]             | passed | 0.00022 seconds |
./spec/ideasbugs/locales_spec.rb[1:10:2]             | passed | 0.00024 seconds |
./spec/ideasbugs/locales_spec.rb[1:10:3]             | passed | 0.00044 seconds |
./spec/ideasbugs/locales_spec.rb[1:11:1]             | passed | 0.00022 seconds |
./spec/ideasbugs/locales_spec.rb[1:11:2]             | passed | 0.00024 seconds |
./spec/ideasbugs/locales_spec.rb[1:11:3]             | passed | 0.00044 seconds |
./spec/ideasbugs/locales_spec.rb[1:12:1]             | passed | 0.00022 seconds |
./spec/ideasbugs/locales_spec.rb[1:12:2]             | passed | 0.00024 seconds |
./spec/ideasbugs/locales_spec.rb[1:12:3]             | passed | 0.00025 seconds |
./spec/ideasbugs/locales_spec.rb[1:13:1]             | passed | 0.00055 seconds |
./spec/ideasbugs/locales_spec.rb[1:13:2]             | passed | 0.00023 seconds |
./spec/ideasbugs/locales_spec.rb[1:13:3]             | passed | 0.00123 seconds |
./spec/ideasbugs/locales_spec.rb[1:14:1]             | passed | 0.0002 seconds  |
./spec/ideasbugs/locales_spec.rb[1:14:2]             | passed | 0.0003 seconds  |
./spec/ideasbugs/locales_spec.rb[1:14:3]             | passed | 0.00023 seconds |
./spec/ideasbugs/locales_spec.rb[1:15:1]             | passed | 0.00023 seconds |
./spec/ideasbugs/locales_spec.rb[1:15:2]             | passed | 0.00027 seconds |
./spec/ideasbugs/locales_spec.rb[1:15:3]             | passed | 0.00022 seconds |
./spec/ideasbugs/locales_spec.rb[1:16:1]             | passed | 0.0007 seconds  |
./spec/ideasbugs/locales_spec.rb[1:16:2]             | passed | 0.00025 seconds |
./spec/ideasbugs/locales_spec.rb[1:16:3]             | passed | 0.00041 seconds |
./spec/ideasbugs/locales_spec.rb[1:17:1]             | passed | 0.00027 seconds |
./spec/ideasbugs/locales_spec.rb[1:17:2]             | passed | 0.00022 seconds |
./spec/ideasbugs/locales_spec.rb[1:17:3]             | passed | 0.00055 seconds |
./spec/ideasbugs/locales_spec.rb[1:18:1]             | passed | 0.00023 seconds |
./spec/ideasbugs/locales_spec.rb[1:18:2]             | passed | 0.00028 seconds |
./spec/ideasbugs/locales_spec.rb[1:18:3]             | passed | 0.00022 seconds |
./spec/ideasbugs/locales_spec.rb[1:19:1]             | passed | 0.00024 seconds |
